,Dates,Time,Open,High,Low,Close,Volume,Average,BarCount
1253,2018-10-25,00:00:00,267.43,271.81,265.14,267.05,1148733,269.349,576833
1254,2018-10-26,00:00:00,266.0,271.0,262.29,266.37,1795124,265.416,861954
1255,2018-10-29,00:00:00,266.32,270.25,259.85,263.75,1337186,265.451,676113
1256,2018-10-30,00:00:00,265.22,268.6,262.86,268.21,1375056,265.845,690443
1257,2018-10-31,00:00:00,269.1,273.23,268.38,270.77,1116233,271.579,469766
1258,2018-11-01,00:00:00,270.6,273.73,270.38,272.9,811304,272.539,369503
1259,2018-11-02,00:00:00,275.5,276.19,269.59,271.82,1040276,272.116,480796
1260,2018-11-05,00:00:00,271.35,274.19,271.08,274.08,557800,272.839,243381
1261,2018-11-06,00:00:00,273.24,275.71,272.67,275.0,503621,274.462,220436
1262,2018-11-07,00:00:00,277.29,281.33,277.01,281.18,861889,279.524,341487
1263,2018-11-08,00:00:00,280.99,281.22,279.22,280.39,587064,280.34,248235
1264,2018-11-09,00:00:00,279.38,280.55,276.18,277.14,833170,277.805,338749
1265,2018-11-12,00:00:00,277.42,278.83,271.85,272.04,886557,273.895,392902
1266,2018-11-13,00:00:00,273.91,275.33,271.25,273.42,871645,272.927,414552
1267,2018-11-14,00:00:00,271.1,274.61,268.45,270.2,1080902,271.066,482809
1268,2018-11-15,00:00:00,270.23,273.54,267.01,272.73,1157581,270.86,515175
1269,2018-11-16,00:00:00,272.45,274.75,270.77,274.1,968580,273.233,384945
1270,2018-11-19,00:00:00,274.32,274.32,266.74,268.96,865590,269.848,393938
1271,2018-11-20,00:00:00,267.93,268.95,263.15,264.12,1150617,264.939,520850
1272,2018-11-21,00:00:00,265.53,267.15,264.8,265.35,626946,265.957,269732
1273,2018-11-23,00:00:00,264.39,264.83,262.68,262.93,351239,263.812,144777
1274,2018-11-26,00:00:00,266.35,267.75,264.76,265.78,675768,266.759,268179
1275,2018-11-27,00:00:00,266.8,268.89,265.66,268.64,648783,267.441,269997
1276,2018-11-28,00:00:00,268.84,274.58,268.53,273.99,1080163,272.128,440348
1277,2018-11-29,00:00:00,273.83,275.55,272.43,274.16,738503,273.952,315719
1278,2018-11-30,00:00:00,273.72,276.58,273.04,276.53,752231,275.168,271473
1279,2018-12-03,00:00:00,280.89,281.28,277.5,278.49,901514,278.941,379420
1280,2018-12-04,00:00:00,278.04,279.3,269.74,271.0,1544909,272.959,699193
1281,2018-12-06,00:00:00,267.63,270.32,262.44,269.48,1726890,266.384,837387
1282,2018-12-07,00:00:00,268.34,271.22,262.63,263.31,1434071,265.646,662912
1283,2018-12-10,00:00:00,262.7,265.17,258.62,263.52,1387660,262.159,715666
1284,2018-12-11,00:00:00,263.94,268.1,262.48,265.14,1114403,265.28,517733
1285,2018-12-12,00:00:00,265.5,269.0,264.96,265.86,854239,267.099,395823
1286,2018-12-13,00:00:00,266.28,267.49,264.12,264.34,813726,265.52,380756
1287,2018-12-14,00:00:00,262.24,264.03,259.75,259.83,1041860,261.587,479918
1288,2018-12-17,00:00:00,260.99,261.58,253.52,256.33,1383263,256.785,645271
1289,2018-12-18,00:00:00,256.37,257.95,253.28,254.72,1145934,255.979,505749
1290,2018-12-19,00:00:00,255.46,259.4,249.35,251.57,1857092,253.935,976621
1291,2018-12-20,00:00:00,250.0,252.26,244.65,248.54,2135650,248.216,1001022
1292,2018-12-21,00:00:00,246.31,249.71,239.98,240.35,2143765,243.918,900933
1293,2018-12-24,00:00:00,241.7,242.45,232.61,233.08,1221816,237.086,535412
1294,2018-12-26,00:00:00,234.05,246.9,231.99,245.05,1693352,240.088,792759
1295,2018-12-27,00:00:00,243.88,248.97,238.96,248.01,1636990,243.317,755497
1296,2018-12-28,00:00:00,248.9,251.4,246.45,247.57,1279554,248.624,596933
1297,2018-12-31,00:00:00,249.62,250.48,247.47,250.09,1058526,249.094,437344
1298,2019-01-02,00:00:00,248.0,251.21,244.7,246.7,1054777,249.153,447393
1299,2019-01-03,00:00:00,246.82,248.57,243.19,243.54,1218232,245.627,513344
1300,2019-01-04,00:00:00,246.5,253.11,245.3,252.64,1170867,251.038,516594
1301,2019-01-07,00:00:00,252.6,255.95,245.29,255.0,805118,254.252,332126
1302,2019-01-08,00:00:00,255.4,257.31,254.0,256.89,817410,255.966,353631
1303,2019-01-09,00:00:00,257.5,258.91,256.19,256.58,802167,257.832,329733
1304,2019-01-10,00:00:00,255.92,259.21,255.46,258.57,765625,257.801,319452
1305,2019-01-11,00:00:00,258.94,259.03,257.03,258.74,584581,258.255,222126
1306,2019-01-14,00:00:00,257.04,258.3,256.11,258.09,538628,257.609,205165
1307,2019-01-15,00:00:00,258.42,260.7,257.41,260.11,723644,259.693,277993
1308,2019-01-16,00:00:00,260.77,261.97,260.09,260.49,603708,261.288,238620
1309,2019-01-17,00:00:00,259.76,263.92,259.1,263.3,758465,262.176,296819
1310,2019-01-18,00:00:00,263.56,267.05,263.34,266.58,893677,265.823,342094
1311,2019-01-22,00:00:00,265.11,266.46,261.06,262.67,988018,262.738,397830
1312,2019-01-23,00:00:00,262.72,264.79,260.66,263.06,758273,262.8,326646
1313,2019-01-24,00:00:00,263.41,264.2,262.08,263.49,541198,263.25,232879
1314,2019-01-25,00:00:00,264.53,266.7,264.08,266.1,796820,265.95,311729
1315,2019-01-28,00:00:00,264.64,265.18,261.79,262.56,659627,263.076,287605
1316,2019-01-29,00:00:00,263.37,264.69,262.48,263.95,520824,263.484,201673
1317,2019-01-30,00:00:00,264.4,268.52,263.42,267.86,811408,266.591,344960
1318,2019-01-31,00:00:00,268.16,271.0,267.21,270.42,876116,269.44,297010
1319,2019-02-01,00:00:00,270.07,271.2,269.18,270.07,700368,270.135,262945
1320,2019-02-04,00:00:00,269.9,272.13,269.36,271.44,485015,271.007,188066
1321,2019-02-05,00:00:00,272.0,273.44,271.49,272.88,609559,272.871,224966
1322,2019-02-06,00:00:00,272.34,273.34,271.92,272.36,486038,272.685,183636
1323,2019-02-07,00:00:00,272.11,272.74,268.29,269.46,819352,269.712,364241
1324,2019-02-08,00:00:00,269.45,270.61,267.83,270.5,644721,269.12,272061
1325,2019-02-11,00:00:00,271.39,271.9,270.03,271.14,503738,270.678,211811
1326,2019-02-12,00:00:00,272.1,275.19,271.79,274.79,602534,273.763,229964
1327,2019-02-13,00:00:00,274.82,275.93,274.35,274.47,577229,275.203,208864
1328,2019-02-14,00:00:00,275.45,275.95,272.87,273.6,711816,274.32,293192
1329,2019-02-15,00:00:00,273.4,279.07,272.85,278.0,713313,276.735,267073
1330,2019-02-19,00:00:00,277.56,278.58,276.47,277.72,485756,277.781,167314
1331,2019-02-20,00:00:00,277.72,278.92,277.25,278.32,606087,278.161,241547
1332,2019-02-21,00:00:00,278.89,279.5,276.34,277.47,545407,277.274,215909
1333,2019-02-22,00:00:00,278.02,279.41,277.39,279.37,607644,278.742,213899
1334,2019-02-25,00:00:00,279.9,281.31,279.13,279.15,522476,280.35,200588
1335,2019-02-26,00:00:00,278.97,280.3,278.46,278.8,493844,279.567,191643
1336,2019-02-27,00:00:00,278.1,279.69,277.48,279.07,483872,278.756,198473
1337,2019-02-28,00:00:00,278.66,279.45,278.3,278.8,570024,278.822,193063
1338,2019-03-01,00:00:00,280.1,280.88,278.82,280.73,644409,280.148,225376
1339,2019-03-04,00:00:00,281.59,281.87,276.84,279.07,842915,279.123,355266
1340,2019-03-05,00:00:00,279.77,279.94,278.41,278.61,449696,279.184,171566
1341,2019-03-06,00:00:00,278.67,279.35,276.72,276.76,619637,277.758,224332
1342,2019-03-07,00:00:00,276.65,277.8,274.07,274.73,828706,275.224,332674
1343,2019-03-08,00:00:00,274.15,275.07,272.42,275.01,727832,273.461,304711
1344,2019-03-11,00:00:00,275.33,279.6,274.92,279.38,547129,277.618,218169
1345,2019-03-12,00:00:00,279.35,280.07,278.29,279.27,615861,279.48,214180
1346,2019-03-13,00:00:00,279.27,282.38,278.9,281.73,637081,281.436,234570
1347,2019-03-14,00:00:00,281.59,282.3,280.66,281.23,460345,281.257,184548
1348,2019-03-15,00:00:00,280.54,282.21,280.1,281.11,594063,281.223,236209
1349,2019-03-18,00:00:00,281.71,282.83,281.3,282.68,484300,282.106,205712
1350,2019-03-19,00:00:00,282.76,284.36,281.41,282.04,718273,282.923,292135
1351,2019-03-20,00:00:00,282.43,283.5,280.32,281.4,752562,281.873,347796
1352,2019-03-21,00:00:00,280.84,285.18,280.01,284.79,688258,283.785,293176
1353,2019-03-22,00:00:00,284.73,284.92,279.06,279.25,1079124,280.815,493686
1354,2019-03-25,00:00:00,278.5,280.19,277.64,279.69,668893,278.838,316131
1355,2019-03-26,00:00:00,279.98,282.18,279.04,280.98,541507,280.911,236511
1356,2019-03-27,00:00:00,281.77,281.78,277.93,279.37,636280,279.732,294859
1357,2019-03-28,00:00:00,279.06,281.67,279.06,281.49,510534,280.329,226366
1358,2019-03-29,00:00:00,281.47,282.84,280.77,282.58,654524,282.202,241602
1359,2019-04-01,00:00:00,284.51,286.16,282.48,285.97,627205,285.354,236865
1360,2019-04-02,00:00:00,285.45,286.23,285.09,285.53,365584,285.791,163001
1361,2019-04-03,00:00:00,286.93,287.76,285.75,286.68,543363,286.798,227587
1362,2019-04-04,00:00:00,286.58,287.46,286.01,287.07,421931,286.883,188746
1363,2019-04-05,00:00:00,287.52,288.93,287.44,288.88,432930,288.295,182513
1364,2019-04-08,00:00:00,288.11,288.91,287.37,288.73,424302,288.279,162350
1365,2019-04-09,00:00:00,288.48,288.7,286.7,287.12,544244,287.381,200216
1366,2019-04-10,00:00:00,287.72,288.85,286.9,288.7,390470,287.885,139992
1367,2019-04-11,00:00:00,288.17,289.0,287.57,288.44,402915,288.189,141334
1368,2019-04-12,00:00:00,288.6,290.47,288.38,290.22,517508,289.964,164012
1369,2019-04-15,00:00:00,290.01,290.46,289.07,290.0,382587,289.758,141878
1370,2019-04-16,00:00:00,290.75,291.09,289.5,290.02,384386,290.342,146812
1371,2019-04-17,00:00:00,290.52,291.43,288.99,289.42,475258,289.787,175183
1372,2019-04-18,00:00:00,288.68,290.34,288.1,290.1,465661,289.767,163980
1373,2019-04-22,00:00:00,289.53,290.63,289.06,290.41,321832,289.984,118330
1374,2019-04-23,00:00:00,290.22,293.16,290.14,293.13,424631,292.244,162375
1375,2019-04-24,00:00:00,292.71,293.16,292.0,292.46,376896,292.606,145820
1376,2019-04-25,00:00:00,292.23,292.8,290.73,291.62,416920,292.029,173131
1377,2019-04-26,00:00:00,291.55,293.54,291.24,293.3,407874,292.533,159951
1378,2019-04-29,00:00:00,293.56,294.45,293.06,293.41,324483,293.94,131319
1379,2019-04-30,00:00:00,293.37,294.94,291.92,294.82,587360,293.521,186784
1380,2019-05-01,00:00:00,295.27,295.38,290.79,291.38,619882,293.537,260174
1381,2019-05-02,00:00:00,292.11,292.7,289.52,291.37,581023,291.081,255134
1382,2019-05-03,00:00:00,291.97,294.46,291.65,294.34,438938,293.566,181846
1383,2019-05-06,00:00:00,289.4,294.13,288.17,291.28,852926,291.75,298007
1384,2019-05-07,00:00:00,291.81,292.5,285.81,288.05,1154122,288.059,473127
1385,2019-05-08,00:00:00,288.98,289.43,286.44,287.72,752690,288.173,330525
1386,2019-05-09,00:00:00,285.93,287.55,283.3,287.06,919371,285.544,403426
1387,2019-05-10,00:00:00,286.4,288.94,282.3,288.49,996120,285.715,455020
1388,2019-05-13,00:00:00,284.34,287.94,279.74,280.11,1122532,281.423,495890
1389,2019-05-14,00:00:00,281.77,285.1,280.86,283.91,682472,283.732,297093
1390,2019-05-15,00:00:00,283.41,285.77,281.3,284.97,609683,284.253,270518
1391,2019-05-16,00:00:00,284.67,289.21,284.48,288.02,614689,287.903,269807
1392,2019-05-17,00:00:00,287.01,288.6,285.12,286.32,747216,286.636,314411
1393,2019-05-20,00:00:00,286.61,287.06,283.12,284.8,564733,284.249,251168
1394,2019-05-21,00:00:00,284.95,286.93,284.75,286.61,394107,286.33,188183
1395,2019-05-22,00:00:00,285.73,286.68,284.75,285.37,413004,285.764,185855
1396,2019-05-23,00:00:00,284.2,285.63,280.57,282.3,857348,281.805,356262
1397,2019-05-24,00:00:00,283.36,284.2,282.09,282.96,466372,283.055,189822
1398,2019-05-28,00:00:00,282.99,284.15,280.13,280.48,578396,281.946,263944
1399,2019-05-29,00:00:00,278.94,279.93,276.71,278.28,875664,278.104,358633
1400,2019-05-30,00:00:00,279.21,280.04,276.65,276.72,518082,278.951,213066
1401,2019-05-31,00:00:00,276.51,279.1,274.95,275.3,718967,275.9,298805
1402,2019-06-03,00:00:00,273.65,276.56,273.09,275.3,865160,274.738,366168
1403,2019-06-04,00:00:00,276.18,281.48,274.57,281.39,672743,278.89,284718
1404,2019-06-05,00:00:00,281.69,283.16,280.32,282.38,614483,281.96,249077
1405,2019-06-06,00:00:00,283.71,285.55,282.53,284.71,596868,284.122,225599
1406,2019-06-07,00:00:00,285.38,288.85,284.88,288.04,628332,287.63,253042
1407,2019-06-10,00:00:00,288.8,290.82,288.5,288.88,512297,289.662,216315
1408,2019-06-11,00:00:00,289.82,291.4,288.18,288.8,500963,289.45,203317
1409,2019-06-12,00:00:00,288.4,289.26,287.81,288.83,383234,288.392,148912
1410,2019-06-13,00:00:00,288.99,289.98,287.71,289.46,403435,289.31,160068
1411,2019-06-14,00:00:00,289.38,290.07,288.41,289.33,390356,289.1,163787
1412,2019-06-17,00:00:00,289.8,290.25,289.18,289.62,327687,289.698,135393
1413,2019-06-18,00:00:00,289.22,293.57,289.0,292.82,688803,292.493,275905
1414,2019-06-19,00:00:00,292.59,294.22,291.47,294.06,620772,292.756,238353
1415,2019-06-20,00:00:00,295.02,296.44,293.12,295.68,861895,295.522,271991
1416,2019-06-21,00:00:00,294.37,295.52,293.13,293.17,587617,294.344,213268
1417,2019-06-24,00:00:00,294.3,294.67,293.47,293.81,369330,293.986,139591
1418,2019-06-25,00:00:00,293.22,293.91,290.38,290.62,581115,291.738,224775
1419,2019-06-26,00:00:00,291.11,292.5,290.07,290.46,401461,291.09,152410
1420,2019-06-27,00:00:00,291.79,292.42,290.45,292.31,332631,291.615,128969
1421,2019-06-28,00:00:00,292.37,294.7,292.01,294.47,518191,292.823,182966
1422,2019-07-01,00:00:00,296.1,296.92,294.33,295.22,629272,295.574,228700
1423,2019-07-02,00:00:00,295.2,296.84,294.68,296.61,481879,295.691,174855
1424,2019-07-03,00:00:00,297.16,298.95,296.41,298.77,337765,298.168,115516
1425,2019-07-05,00:00:00,298.74,299.19,296.01,298.14,430533,297.525,161839
1426,2019-07-08,00:00:00,297.61,297.77,296.22,296.48,342213,296.751,135113
1427,2019-07-09,00:00:00,295.39,297.52,295.3,297.08,318095,296.765,118523
1428,2019-07-10,00:00:00,296.83,299.66,296.06,298.62,455210,298.648,179239
1429,2019-07-11,00:00:00,299.26,299.61,298.2,299.48,422570,299.051,158426
1430,2019-07-12,00:00:00,299.84,300.73,299.31,300.44,341446,300.146,119010
1431,2019-07-15,00:00:00,301.16,301.26,300.19,300.92,254926,300.606,101153
1432,2019-07-16,00:00:00,300.82,301.16,299.43,299.64,330855,300.077,129910
1433,2019-07-17,00:00:00,300.03,300.33,297.11,297.23,374208,298.557,133251
1434,2019-07-18,00:00:00,297.28,300.0,296.7,299.19,444815,298.046,168416
1435,2019-07-19,00:00:00,299.79,300.08,296.17,296.36,527714,298.458,185130
1436,2019-07-22,00:00:00,297.12,298.5,297.04,298.08,314256,297.773,121699
1437,2019-07-23,00:00:00,298.45,300.09,297.9,299.77,363806,299.262,137923
1438,2019-07-24,00:00:00,299.35,301.44,298.87,301.33,349000,300.567,128785
1439,2019-07-25,00:00:00,301.5,302.03,299.11,300.18,465321,300.062,171119
1440,2019-07-26,00:00:00,300.33,302.23,300.0,301.35,369005,301.669,127344
1441,2019-07-29,00:00:00,301.62,302.05,300.85,301.81,314019,301.466,126489
1442,2019-07-30,00:00:00,301.36,301.65,299.49,300.91,371780,300.549,142879
1443,2019-07-31,00:00:00,301.11,301.34,295.2,296.73,926342,298.691,408815
1444,2019-08-01,00:00:00,297.76,300.87,293.72,294.06,1243093,296.622,567894
1445,2019-08-02,00:00:00,293.26,295.6,290.9,292.95,978537,292.464,408153
1446,2019-08-05,00:00:00,289.7,292.75,277.37,277.94,1548571,284.896,588687
1447,2019-08-06,00:00:00,283.68,288.04,279.3,286.64,1011066,286.416,415636
1448,2019-08-07,00:00:00,287.49,288.82,282.04,287.16,1124394,286.0,491548
1449,2019-08-08,00:00:00,288.7,293.75,287.88,293.12,694966,291.922,281116
1450,2019-08-09,00:00:00,292.38,293.62,289.65,291.93,785013,291.605,328297
1451,2019-08-12,00:00:00,292.29,292.75,287.02,288.28,510517,288.84,233407
1452,2019-08-13,00:00:00,287.2,294.15,286.5,292.94,812720,292.059,348855
1453,2019-08-14,00:00:00,292.34,293.0,283.28,284.47,1203816,285.51,494351
1454,2019-08-15,00:00:00,285.55,287.07,281.63,285.29,883098,284.48,402044
1455,2019-08-16,00:00:00,286.48,289.33,284.71,288.92,641053,288.414,248732
1456,2019-08-19,00:00:00,291.34,293.08,290.46,291.76,445983,292.362,177495
1457,2019-08-20,00:00:00,292.55,293.0,289.26,289.85,431600,290.897,161073
1458,2019-08-21,00:00:00,291.3,293.76,290.79,293.4,381470,292.391,154235
1459,2019-08-22,00:00:00,293.17,293.93,290.4,292.18,458741,292.245,200797
1460,2019-08-23,00:00:00,293.14,293.57,283.33,284.77,1276793,287.212,565258
1461,2019-08-26,00:00:00,286.7,288.73,283.01,287.72,597027,287.066,244794
1462,2019-08-27,00:00:00,287.55,289.95,286.03,287.47,529101,287.656,237014
1463,2019-08-28,00:00:00,287.02,289.07,285.25,288.51,501203,287.902,222164
1464,2019-08-29,00:00:00,290.86,293.16,288.4,292.46,510570,292.3,213615
1465,2019-08-30,00:00:00,293.52,294.71,291.42,292.3,513890,292.725,213159
1466,2019-09-03,00:00:00,290.04,292.45,289.27,290.46,549929,290.419,240200
1467,2019-09-04,00:00:00,293.51,294.12,291.59,294.0,408959,293.409,163004
1468,2019-09-05,00:00:00,295.8,298.83,294.04,297.9,650792,297.869,268095
1469,2019-09-06,00:00:00,298.12,298.98,297.42,298.6,424001,298.244,173591
1470,2019-09-09,00:00:00,298.92,299.35,297.16,298.45,386782,298.161,165510
1471,2019-09-10,00:00:00,297.29,298.28,295.97,297.93,460776,296.975,204303
1472,2019-09-11,00:00:00,298.58,302.2,297.75,302.05,510568,299.509,179914
1473,2019-09-12,00:00:00,301.15,302.46,300.41,301.75,581368,301.531,257679
1474,2019-09-13,00:00:00,302.01,302.68,300.68,301.1,410981,301.427,173966
1475,2019-09-16,00:00:00,299.69,300.8,299.0,300.5,446419,300.099,194393
1476,2019-09-17,00:00:00,300.12,301.02,299.48,300.82,344804,300.352,152308
1477,2019-09-18,00:00:00,300.74,301.46,298.24,300.82,582432,299.865,264168
1478,2019-09-19,00:00:00,300.53,302.63,299.55,301.23,486615,301.673,203264
1479,2019-09-20,00:00:00,300.5,300.67,297.25,297.26,665812,299.007,273302
1480,2019-09-23,00:00:00,298.22,300.01,297.16,299.64,363816,298.256,143549
1481,2019-09-24,00:00:00,299.2,299.84,294.81,296.46,858004,296.657,388172
1482,2019-09-25,00:00:00,295.41,298.11,294.33,297.51,636614,296.706,256340
1483,2019-09-26,00:00:00,297.83,298.5,295.45,296.84,483375,296.811,225172
1484,2019-09-27,00:00:00,297.24,298.28,293.69,295.83,716358,295.606,321198
1485,2019-09-30,00:00:00,296.43,297.69,295.55,297.38,436977,296.871,177497
1486,2019-10-01,00:00:00,297.78,298.46,292.84,293.73,673933,294.687,311986
1487,2019-10-02,00:00:00,292.12,293.9,286.64,287.88,974941,288.47,473992
1488,2019-10-03,00:00:00,288.4,290.55,284.82,290.07,760235,288.241,404129
1489,2019-10-04,00:00:00,290.25,294.65,289.1,294.65,548016,293.127,227944
1490,2019-10-07,00:00:00,293.35,295.26,292.74,293.04,530511,293.81,234741
1491,2019-10-08,00:00:00,292.65,293.99,288.23,288.53,803151,289.876,379230
1492,2019-10-09,00:00:00,289.5,292.72,287.6,289.22,549824,291.159,216968
1493,2019-10-10,00:00:00,290.49,295.1,290.22,294.13,507422,293.011,248600
1494,2019-10-11,00:00:00,294.85,298.74,293.18,296.85,782841,297.445,377578
1495,2019-10-14,00:00:00,296.06,297.3,294.83,296.67,316690,296.129,145015
1496,2019-10-15,00:00:00,297.32,299.7,296.56,298.88,399310,298.847,186394
1497,2019-10-16,00:00:00,298.54,299.16,297.91,298.25,367296,298.44,166961
1498,2019-10-17,00:00:00,298.75,300.24,298.15,299.16,391506,299.362,177125
1499,2019-10-18,00:00:00,299.03,299.57,296.99,298.02,490455,298.388,208211
1500,2019-10-21,00:00:00,298.82,300.21,298.02,300.04,311428,299.759,130096
1501,2019-10-22,00:00:00,299.95,300.9,298.31,298.59,335539,300.05,157489
1502,2019-10-23,00:00:00,298.6,300.45,297.92,300.2,279692,299.339,128215
1503,2019-10-24,00:00:00,300.36,301.07,299.46,299.73,308737,300.197,141855
1504,2019-10-25,00:00:00,300.18,302.2,299.62,301.85,376795,301.491,151964
1505,2019-10-28,00:00:00,302.14,303.85,302.0,303.5,317952,303.409,142346
1506,2019-10-29,00:00:00,303.43,304.23,302.61,303.19,335838,303.463,152958
1507,2019-10-30,00:00:00,303.17,305.13,301.99,304.5,424544,303.335,193984
1508,2019-10-31,00:00:00,304.63,304.81,301.73,303.2,591843,302.761,237536
1509,2019-11-01,00:00:00,303.82,306.19,303.33,306.07,555860,305.623,234755
1510,2019-11-04,00:00:00,307.01,308.35,306.66,307.58,360617,307.464,149778
1511,2019-11-05,00:00:00,307.86,308.21,306.57,306.57,347415,307.181,146187
1512,2019-11-06,00:00:00,307.21,307.5,306.06,307.18,382175,306.863,163267
1513,2019-11-07,00:00:00,308.61,309.46,307.02,308.12,420792,308.606,178739
1514,2019-11-08,00:00:00,308.04,309.09,307.03,309.09,372866,308.323,150595
1515,2019-11-11,00:00:00,308.11,308.6,307.27,308.42,259827,308.121,102107
1516,2019-11-12,00:00:00,308.67,309.99,308.0,308.4,379087,309.15,145964
1517,2019-11-13,00:00:00,308.26,309.54,307.44,309.09,445017,308.875,178546
1518,2019-11-14,00:00:00,308.91,310.69,308.09,310.62,393665,309.155,144022
1519,2019-11-15,00:00:00,310.38,311.9,310.17,311.68,445187,311.331,146042
1520,2019-11-18,00:00:00,312.13,312.58,311.03,311.71,335850,311.787,138399
1521,2019-11-19,00:00:00,312.56,313.13,311.01,311.38,477844,312.009,163112
1522,2019-11-20,00:00:00,310.64,311.95,309.06,309.48,649544,310.569,265701
1523,2019-11-21,00:00:00,310.42,311.48,309.39,310.57,444608,310.271,174740
1524,2019-11-22,00:00:00,311.3,311.42,309.85,311.15,367497,310.814,127192
1525,2019-11-25,00:00:00,312.0,313.7,311.76,313.68,347682,312.954,136290
1526,2019-11-26,00:00:00,313.26,314.59,312.89,314.42,309685,313.817,127815
1527,2019-11-27,00:00:00,314.89,315.6,314.07,314.52,297084,315.073,114489
1528,2019-11-29,00:00:00,314.8,315.13,314.06,314.6,250022,314.55,82647
1529,2019-12-02,00:00:00,315.57,315.8,310.99,311.76,577873,312.116,267112
1530,2019-12-03,00:00:00,312.05,312.27,307.13,309.25,657199,308.57,276401
1531,2019-12-04,00:00:00,309.14,312.12,308.48,311.18,394606,311.475,163686
1532,2019-12-05,00:00:00,311.92,312.67,310.58,312.45,316652,311.604,129594
1533,2019-12-06,00:00:00,312.65,315.31,312.37,315.01,363854,314.803,139786
1534,2019-12-09,00:00:00,314.56,315.18,313.39,313.65,259997,314.391,108592
1535,2019-12-10,00:00:00,312.77,314.55,311.92,313.49,365205,313.727,155449
1536,2019-12-11,00:00:00,313.5,314.85,313.5,314.65,357739,314.218,146856
1537,2019-12-12,00:00:00,314.99,318.5,314.02,318.41,776717,316.799,333029
1538,2019-12-13,00:00:00,318.36,318.79,316.02,317.25,690211,317.326,325862
1539,2019-12-16,00:00:00,318.41,320.15,318.3,319.34,542319,319.692,177855
1540,2019-12-17,00:00:00,319.72,320.25,319.16,319.38,392498,319.755,141230
1541,2019-12-18,00:00:00,319.69,320.25,319.37,319.94,332126,319.841,134260
1542,2019-12-19,00:00:00,319.92,321.24,319.43,321.14,468033,320.605,148005
1543,2019-12-20,00:00:00,319.7,321.45,319.33,321.3,796520,320.924,213451
1544,2019-12-23,00:00:00,321.34,321.98,321.06,321.35,360509,321.352,115608
1545,2019-12-24,00:00:00,321.47,321.75,320.9,321.24,139564,321.171,59083
1546,2019-12-26,00:00:00,321.54,323.39,321.54,323.39,214528,322.353,86278
1547,2019-12-27,00:00:00,323.61,324.06,322.28,322.39,318020,322.996,123325
1548,2019-12-30,00:00:00,323.11,323.15,320.55,321.38,388766,321.382,161847
1549,2019-12-31,00:00:00,321.42,322.43,320.15,322.35,408637,321.33,145833
1550,2020-01-02,00:00:00,323.52,325.25,322.53,325.14,472997,323.786,199337
1551,2020-01-03,00:00:00,321.82,324.81,319.69,322.65,598115,322.661,235606
1552,2020-01-06,00:00:00,320.05,323.95,319.98,323.67,430045,322.652,171867
1553,2020-01-07,00:00:00,324.1,324.2,317.25,318.27,340127,322.638,145720
1554,2020-01-08,00:00:00,322.08,325.78,320.89,325.37,540168,324.502,226697
1555,2020-01-09,00:00:00,326.12,327.36,325.29,327.22,365310,326.265,160226
1556,2020-01-10,00:00:00,327.22,327.74,325.2,325.6,374731,326.343,159287
1557,2020-01-13,00:00:00,326.67,328.69,325.71,328.55,354942,327.296,139699
1558,2020-01-14,00:00:00,327.31,328.62,326.76,327.23,507240,327.566,221488
1559,2020-01-15,00:00:00,327.46,329.04,327.04,328.66,502847,328.229,203344
1560,2020-01-16,00:00:00,329.63,331.43,329.11,331.13,426191,330.239,153541
1561,2020-01-17,00:00:00,331.4,332.18,330.93,331.6,591045,331.717,177756
1562,2020-01-21,00:00:00,330.7,332.18,330.1,331.5,527642,331.365,188369
1563,2020-01-22,00:00:00,332.32,332.95,330.51,331.0,344313,332.011,146203
1564,2020-01-23,00:00:00,331.05,332.37,329.41,331.97,461884,330.958,181192
1565,2020-01-24,00:00:00,332.75,332.94,327.36,328.26,696693,329.358,305527
1566,2020-01-27,00:00:00,325.61,328.77,322.66,323.92,717076,324.026,309733
1567,2020-01-28,00:00:00,324.5,327.85,323.5,326.79,535240,326.693,215620
1568,2020-01-29,00:00:00,328.05,328.63,325.92,326.12,464978,327.357,189993
1569,2020-01-30,00:00:00,324.5,328.9,323.48,328.6,642670,325.551,291269
1570,2020-01-31,00:00:00,327.33,329.0,320.73,321.85,973344,322.936,447707
1571,2020-02-03,00:00:00,323.5,326.16,321.73,324.18,564435,324.598,251377
1572,2020-02-04,00:00:00,327.28,330.01,325.9,328.66,470467,329.13,207674
1573,2020-02-05,00:00:00,330.98,333.35,328.48,333.03,524424,332.156,229862
1574,2020-02-06,00:00:00,334.48,335.15,332.8,333.63,364821,333.749,157012
1575,2020-02-07,00:00:00,333.78,334.2,331.55,331.68,472082,332.493,188694
1576,2020-02-10,00:00:00,331.77,335.31,331.06,335.13,339973,333.438,141767
1577,2020-02-11,00:00:00,335.48,337.02,334.75,335.35,423833,335.887,183867
1578,2020-02-12,00:00:00,336.63,337.77,335.25,336.43,346761,337.083,146924
1579,2020-02-13,00:00:00,336.1,338.12,334.62,337.37,440775,337.014,188436
1580,2020-02-14,00:00:00,337.75,338.24,336.2,337.8,442513,337.11,174333
1581,2020-02-18,00:00:00,336.5,337.6,335.21,337.25,459432,336.433,191539
1582,2020-02-19,00:00:00,337.35,339.38,336.73,339.22,370196,338.422,140702
1583,2020-02-20,00:00:00,337.59,338.8,333.68,336.0,606306,336.284,278147
