,Dates,Time,Open,High,Low,Close,Volume,Average,BarCount
620,2016-04-22,00:00:00,208.75,209.38,207.91,209.07,773622,208.691,261434
621,2016-04-25,00:00:00,208.15,208.96,207.54,208.75,580174,208.161,215091
622,2016-04-26,00:00:00,209.29,209.52,208.36,208.77,557972,208.879,208173
623,2016-04-27,00:00:00,208.84,209.81,208.05,209.67,708835,208.982,271876
624,2016-04-28,00:00:00,208.47,209.76,206.96,207.81,865824,208.381,316735
625,2016-04-29,00:00:00,207.4,207.89,205.03,206.28,1196226,206.048,427003
626,2016-05-02,00:00:00,206.46,208.18,206.41,207.85,574273,207.334,225930
627,2016-05-03,00:00:00,207.65,207.71,205.28,206.4,871680,206.066,333726
628,2016-05-04,00:00:00,206.23,206.25,204.42,205.36,827078,205.043,300827
629,2016-05-05,00:00:00,205.71,206.46,204.43,204.89,638964,205.139,239989
630,2016-05-06,00:00:00,204.74,205.96,203.6,205.87,810552,204.886,296288
631,2016-05-09,00:00:00,205.58,206.47,205.32,205.57,620592,205.91,230310
632,2016-05-10,00:00:00,206.98,208.47,206.26,208.17,696334,207.832,230040
633,2016-05-11,00:00:00,207.77,208.54,206.27,206.49,711570,207.328,256867
634,2016-05-12,00:00:00,206.87,207.75,205.37,206.55,825800,206.444,301619
635,2016-05-13,00:00:00,205.84,206.86,204.38,204.71,880204,205.54,310398
636,2016-05-16,00:00:00,204.99,207.34,204.73,206.6,722733,206.432,249687
637,2016-05-17,00:00:00,207.2,207.27,204.23,204.95,1017619,205.345,366616
638,2016-05-18,00:00:00,204.87,206.3,203.63,204.89,1127308,204.874,426936
639,2016-05-19,00:00:00,204.31,204.99,202.78,204.37,1016144,203.657,386421
640,2016-05-20,00:00:00,204.82,206.1,204.62,205.53,789029,205.521,288702
641,2016-05-23,00:00:00,205.4,206.12,204.86,205.11,507030,205.404,200697
642,2016-05-24,00:00:00,205.16,208.44,205.16,208.36,770997,207.556,267115
643,2016-05-25,00:00:00,208.5,210.24,208.12,209.17,655466,209.328,247815
644,2016-05-26,00:00:00,209.44,209.71,208.97,209.67,460274,209.338,173886
645,2016-05-27,00:00:00,209.59,210.46,209.47,210.39,563786,209.924,205936
646,2016-05-31,00:00:00,210.17,210.69,209.0,210.08,925952,209.976,305493
647,2016-06-01,00:00:00,210.09,210.48,208.89,210.35,626578,209.822,245658
648,2016-06-02,00:00:00,209.87,211.04,209.23,211.02,581120,210.223,218106
649,2016-06-03,00:00:00,210.86,211.11,208.86,210.22,877991,209.944,323229
650,2016-06-06,00:00:00,210.49,211.77,210.03,211.29,606076,211.227,225452
651,2016-06-07,00:00:00,211.89,212.34,211.35,211.53,526810,211.889,198361
652,2016-06-08,00:00:00,211.49,212.52,211.41,212.27,571914,212.18,213983
653,2016-06-09,00:00:00,211.66,212.22,211.19,211.85,599648,211.685,227219
654,2016-06-10,00:00:00,211.13,211.15,209.43,210.14,942614,210.143,323316
655,2016-06-13,00:00:00,209.6,210.37,207.9,208.16,948033,209.243,349296
656,2016-06-14,00:00:00,208.1,208.74,206.91,207.69,1102319,207.709,440509
657,2016-06-15,00:00:00,208.25,209.36,207.44,207.82,954555,208.446,348260
658,2016-06-16,00:00:00,207.12,208.73,205.59,208.73,1219031,207.176,454232
659,2016-06-17,00:00:00,207.49,207.73,205.75,206.27,977384,206.571,347741
660,2016-06-20,00:00:00,208.4,209.61,207.5,208.15,770295,208.731,314717
661,2016-06-21,00:00:00,208.6,208.92,207.78,208.15,643127,208.367,257980
662,2016-06-22,00:00:00,208.26,209.5,207.93,209.01,800734,208.61,331232
663,2016-06-23,00:00:00,209.06,212.25,209.05,210.11,880952,210.174,308054
664,2016-06-24,00:00:00,204.6,209.85,200.25,202.0,2863966,204.477,1103432
665,2016-06-27,00:00:00,202.3,202.5,198.65,199.46,2146277,199.706,807931
666,2016-06-28,00:00:00,200.88,204.34,199.81,203.2,1346895,202.121,520577
667,2016-06-29,00:00:00,203.82,208.49,203.22,207.26,1195080,206.039,431222
668,2016-06-30,00:00:00,207.28,209.57,206.56,209.03,1391293,208.464,459511
669,2016-07-01,00:00:00,208.85,210.49,208.66,209.99,881905,209.974,327988
670,2016-07-05,00:00:00,209.21,209.21,207.71,208.45,944873,208.357,347216
671,2016-07-06,00:00:00,208.17,209.88,207.06,209.67,888584,208.627,347478
672,2016-07-07,00:00:00,209.92,210.65,208.63,209.61,759276,209.59,288362
673,2016-07-08,00:00:00,209.93,212.94,209.49,212.55,1081647,212.086,371494
674,2016-07-11,00:00:00,213.0,214.07,212.59,213.38,650677,213.602,230714
675,2016-07-12,00:00:00,213.74,215.3,213.56,214.95,790628,214.902,272492
676,2016-07-13,00:00:00,214.75,215.61,214.35,214.8,697712,214.926,246145
677,2016-07-14,00:00:00,216.0,217.15,214.78,215.74,790769,216.229,258304
678,2016-07-15,00:00:00,215.94,216.85,214.0,214.55,797323,215.898,240089
679,2016-07-18,00:00:00,216.2,216.6,215.67,216.41,480907,216.327,170337
680,2016-07-19,00:00:00,215.81,216.38,215.6,216.22,475137,215.965,161560
681,2016-07-20,00:00:00,216.4,217.37,215.97,217.11,494586,217.017,162975
682,2016-07-21,00:00:00,217.15,217.22,215.75,216.24,567486,216.497,200604
683,2016-07-22,00:00:00,216.39,217.3,216.1,217.13,533466,216.916,181399
684,2016-07-25,00:00:00,217.15,217.46,215.97,216.57,527081,216.432,166899
685,2016-07-26,00:00:00,216.42,217.17,215.76,217.0,621848,216.495,218081
686,2016-07-27,00:00:00,217.15,217.27,215.62,216.54,704080,216.486,244615
687,2016-07-28,00:00:00,216.88,217.16,215.75,216.95,606350,216.436,203867
688,2016-07-29,00:00:00,216.42,217.55,216.13,217.43,704224,217.061,230605
689,2016-08-01,00:00:00,217.59,218.0,216.4,216.98,670805,216.907,232103
690,2016-08-02,00:00:00,216.64,216.94,214.57,215.53,799760,215.45,287419
691,2016-08-03,00:00:00,215.3,216.27,215.05,216.23,478429,215.817,163825
692,2016-08-04,00:00:00,216.03,216.82,214.25,216.5,434313,216.359,163481
693,2016-08-05,00:00:00,216.8,218.25,216.55,218.2,611530,217.917,205622
694,2016-08-08,00:00:00,218.5,218.68,217.74,217.95,363325,218.059,138704
695,2016-08-09,00:00:00,218.0,218.76,217.8,218.01,466926,218.273,162924
696,2016-08-10,00:00:00,218.1,218.55,217.23,217.56,529244,217.722,179811
697,2016-08-11,00:00:00,217.68,218.94,217.62,218.67,564537,218.623,183628
698,2016-08-12,00:00:00,218.64,218.79,217.99,218.45,533308,218.398,157333
699,2016-08-15,00:00:00,218.61,219.5,218.46,218.95,454462,219.239,152499
700,2016-08-16,00:00:00,218.85,219.0,217.96,218.26,505350,218.32,186217
701,2016-08-17,00:00:00,218.11,218.62,217.02,218.42,680503,217.861,236723
702,2016-08-18,00:00:00,218.45,218.9,218.1,218.86,477687,218.623,161804
703,2016-08-19,00:00:00,218.43,218.77,217.74,218.76,592067,218.387,195450
704,2016-08-22,00:00:00,218.66,218.86,217.83,218.47,536736,218.355,190863
705,2016-08-23,00:00:00,218.8,219.6,218.57,219.08,453351,219.24,166796
706,2016-08-24,00:00:00,218.94,219.19,217.36,217.94,586520,218.181,193882
707,2016-08-25,00:00:00,217.82,218.19,217.22,217.92,568548,217.675,179070
708,2016-08-26,00:00:00,217.87,219.12,216.25,217.16,1070133,217.562,382357
709,2016-08-29,00:00:00,217.16,218.67,217.0,218.48,522897,218.278,178090
710,2016-08-30,00:00:00,218.33,218.59,217.35,217.91,481915,217.891,180751
711,2016-08-31,00:00:00,218.0,218.05,216.46,217.46,716027,217.227,247793
712,2016-09-01,00:00:00,217.98,218.15,216.03,217.27,782675,216.971,284279
713,2016-09-02,00:00:00,217.25,218.87,216.97,218.34,725820,218.301,249754
714,2016-09-06,00:00:00,218.37,219.16,217.86,219.01,470936,218.579,166049
715,2016-09-07,00:00:00,219.03,219.22,218.3,218.98,510875,218.842,174938
716,2016-09-08,00:00:00,219.21,219.44,218.15,218.34,620021,218.559,213551
717,2016-09-09,00:00:00,218.14,218.36,212.59,212.63,1771528,214.929,565874
718,2016-09-12,00:00:00,211.7,216.81,211.3,216.17,1434219,214.963,494534
719,2016-09-13,00:00:00,215.4,216.43,212.5,213.49,1488791,213.545,547136
720,2016-09-14,00:00:00,213.67,214.7,212.4,213.07,1116855,213.453,385036
721,2016-09-15,00:00:00,212.75,215.73,212.38,214.67,1151774,214.63,376408
722,2016-09-16,00:00:00,213.74,214.2,212.57,213.57,1038973,213.18,341359
723,2016-09-19,00:00:00,214.28,214.88,213.03,213.42,672350,213.922,246017
724,2016-09-20,00:00:00,214.04,214.59,213.18,213.44,522760,213.921,190608
725,2016-09-21,00:00:00,214.2,216.03,213.44,215.74,1019521,214.688,365894
726,2016-09-22,00:00:00,215.82,217.53,215.82,217.04,710719,217.169,244512
727,2016-09-23,00:00:00,216.91,216.97,215.84,215.84,599758,216.35,210492
728,2016-09-26,00:00:00,215.2,215.25,214.01,214.16,776565,214.476,256438
729,2016-09-27,00:00:00,215.02,215.68,213.62,215.44,646277,215.014,221130
730,2016-09-28,00:00:00,215.76,216.82,214.71,216.63,736719,215.884,239587
731,2016-09-29,00:00:00,216.82,217.0,214.04,214.76,1150342,215.383,424968
732,2016-09-30,00:00:00,214.3,217.12,213.93,216.5,951669,216.36,297697
733,2016-10-03,00:00:00,216.66,216.66,215.04,215.83,636254,215.58,213293
734,2016-10-04,00:00:00,216.03,216.34,213.99,214.66,928898,215.09,326433
735,2016-10-05,00:00:00,214.81,216.13,214.68,215.67,635765,215.729,217193
736,2016-10-06,00:00:00,215.74,216.09,214.73,215.62,581431,215.529,191014
737,2016-10-07,00:00:00,215.53,216.49,214.19,214.94,835826,215.156,281387
738,2016-10-10,00:00:00,215.25,216.7,215.25,216.42,445004,216.331,158371
739,2016-10-11,00:00:00,215.91,216.02,212.58,213.86,1092432,213.805,379253
740,2016-10-12,00:00:00,213.67,214.32,213.01,213.32,661733,213.708,233029
741,2016-10-13,00:00:00,211.94,213.71,211.21,212.93,913970,212.406,308741
742,2016-10-14,00:00:00,213.21,214.69,212.89,212.98,823053,213.664,272991
743,2016-10-17,00:00:00,212.75,213.39,212.17,212.76,553392,212.648,201936
744,2016-10-18,00:00:00,213.68,214.34,213.27,213.65,656343,213.867,200480
745,2016-10-19,00:00:00,213.32,214.64,213.22,214.3,595611,214.231,165817
746,2016-10-20,00:00:00,214.33,214.62,213.11,214.15,663431,213.883,220790
747,2016-10-21,00:00:00,213.51,214.14,212.76,214.03,634081,213.558,190897
748,2016-10-24,00:00:00,214.91,215.32,214.13,214.9,479562,214.915,159550
749,2016-10-25,00:00:00,215.16,215.35,213.72,213.87,577883,214.333,197515
750,2016-10-26,00:00:00,213.62,214.42,212.93,213.79,674976,213.693,234030
751,2016-10-27,00:00:00,214.19,214.78,212.68,213.23,690867,213.576,234884
752,2016-10-28,00:00:00,212.51,215.54,211.71,212.94,1231155,212.794,409822
753,2016-10-31,00:00:00,212.88,213.31,212.36,212.71,558749,212.711,182780
754,2016-11-01,00:00:00,213.04,213.23,209.6,210.61,1047272,211.09,363270
755,2016-11-02,00:00:00,210.41,211.1,209.06,209.64,907155,210.165,331461
756,2016-11-03,00:00:00,209.23,210.35,208.46,208.96,791017,209.355,286102
757,2016-11-04,00:00:00,209.0,209.89,208.11,208.44,905939,209.084,331675
758,2016-11-07,00:00:00,209.86,213.52,209.86,213.19,909575,212.498,304067
759,2016-11-08,00:00:00,213.25,215.54,212.38,215.48,984573,213.885,330993
760,2016-11-09,00:00:00,210.14,217.1,203.35,216.5,2355074,214.578,817106
761,2016-11-10,00:00:00,218.02,218.37,215.22,216.86,1629267,216.793,596042
762,2016-11-11,00:00:00,216.86,216.99,215.32,216.68,872664,216.16,325755
763,2016-11-14,00:00:00,217.29,217.71,215.72,216.72,877402,216.487,328836
764,2016-11-15,00:00:00,217.29,218.97,216.66,218.67,785798,217.627,268524
765,2016-11-16,00:00:00,218.27,218.28,217.38,217.81,545361,217.78,202860
766,2016-11-17,00:00:00,218.0,219.06,217.71,218.82,596074,218.675,207717
767,2016-11-18,00:00:00,218.5,219.27,218.2,218.59,573926,218.626,189231
768,2016-11-21,00:00:00,218.93,220.18,218.46,220.14,621844,219.765,207237
769,2016-11-22,00:00:00,220.48,220.79,219.73,220.6,597197,220.368,197124
770,2016-11-23,00:00:00,220.71,220.88,219.75,220.56,489069,220.35,176861
771,2016-11-25,00:00:00,220.83,221.83,220.83,221.67,314010,221.329,96147
772,2016-11-28,00:00:00,220.76,221.48,212.62,220.5,612525,220.835,210481
773,2016-11-29,00:00:00,220.84,221.44,220.17,220.88,541412,220.887,179452
774,2016-11-30,00:00:00,221.18,221.84,220.21,220.35,937375,220.924,289861
775,2016-12-01,00:00:00,220.29,220.83,219.15,219.55,725510,219.846,260744
776,2016-12-02,00:00:00,219.25,220.25,218.99,219.44,620572,219.695,222373
777,2016-12-05,00:00:00,220.54,221.4,220.04,221.02,582933,220.915,206217
778,2016-12-06,00:00:00,220.97,221.76,220.66,221.72,512956,221.283,175438
779,2016-12-07,00:00:00,221.78,224.67,221.25,224.35,948363,223.444,309229
780,2016-12-08,00:00:00,224.35,225.87,223.8,225.33,869228,225.023,275199
781,2016-12-09,00:00:00,225.15,226.75,225.07,226.65,706199,226.027,233102
782,2016-12-12,00:00:00,226.82,226.96,225.76,226.18,787996,226.222,247777
783,2016-12-13,00:00:00,226.62,228.34,226.62,227.68,811593,227.657,259242
784,2016-12-14,00:00:00,227.83,228.23,225.36,226.38,1155455,226.77,402088
785,2016-12-15,00:00:00,226.25,227.81,225.78,226.86,983071,226.921,314268
786,2016-12-16,00:00:00,225.9,226.39,224.67,225.2,884845,225.274,279968
787,2016-12-19,00:00:00,225.5,226.02,225.04,225.79,641792,225.485,198792
788,2016-12-20,00:00:00,225.94,226.57,225.82,226.38,488814,226.264,161116
789,2016-12-21,00:00:00,226.22,226.45,225.54,225.62,410284,226.045,133039
790,2016-12-22,00:00:00,225.6,225.82,224.92,225.57,417732,225.316,141636
791,2016-12-23,00:00:00,225.58,225.83,225.21,225.66,289159,225.526,98051
792,2016-12-27,00:00:00,225.67,226.73,225.61,226.07,725790,226.34,235387
793,2016-12-28,00:00:00,226.27,226.63,224.27,224.49,510336,224.964,163378
794,2016-12-29,00:00:00,224.3,224.89,223.84,224.45,387422,224.334,137257
795,2016-12-30,00:00:00,224.71,225.05,222.73,223.42,899295,223.466,268944
796,2017-01-03,00:00:00,224.8,225.83,223.53,225.28,777256,224.797,267554
797,2017-01-04,00:00:00,225.43,226.75,225.4,226.33,623813,226.351,221111
798,2017-01-05,00:00:00,226.3,226.58,225.48,226.43,630155,226.208,182903
799,2017-01-06,00:00:00,226.35,227.75,225.9,226.79,619490,227.158,199140
800,2017-01-09,00:00:00,227.21,227.23,226.27,226.3,387507,226.686,133494
801,2017-01-10,00:00:00,226.46,227.45,226.01,226.46,519178,226.69,159464
802,2017-01-11,00:00:00,226.15,227.22,225.59,226.94,676459,226.512,244880
803,2017-01-12,00:00:00,226.3,226.75,224.95,226.56,642984,225.98,245773
804,2017-01-13,00:00:00,226.53,227.4,226.4,227.22,518268,227.068,171788
805,2017-01-17,00:00:00,226.64,226.78,225.8,226.26,522014,226.303,176733
806,2017-01-18,00:00:00,226.43,226.87,225.9,226.8,499180,226.502,171728
807,2017-01-19,00:00:00,226.58,227.0,225.41,226.44,552547,226.174,188121
808,2017-01-20,00:00:00,226.5,227.5,226.05,226.81,906022,226.672,280498
809,2017-01-23,00:00:00,226.28,226.81,225.27,226.24,590899,226.0,201016
810,2017-01-24,00:00:00,226.14,228.08,226.11,227.68,626325,227.355,190950
811,2017-01-25,00:00:00,228.14,229.57,227.6,229.42,717789,229.196,209295
812,2017-01-26,00:00:00,229.71,229.78,229.01,229.26,480740,229.357,155482
813,2017-01-27,00:00:00,229.55,229.59,228.76,229.0,443959,229.004,139260
814,2017-01-30,00:00:00,228.59,228.59,226.41,227.66,738657,227.249,236238
815,2017-01-31,00:00:00,227.4,227.88,226.32,227.81,648651,227.012,203827
816,2017-02-01,00:00:00,227.9,228.59,226.94,227.12,708524,227.632,235326
817,2017-02-02,00:00:00,227.04,228.1,226.68,227.62,566947,227.518,182837
818,2017-02-03,00:00:00,227.87,229.55,227.79,229.41,676327,229.149,202523
819,2017-02-06,00:00:00,229.37,229.54,228.54,228.7,473583,228.91,144219
820,2017-02-07,00:00:00,228.97,229.66,228.61,228.83,470352,229.12,138013
821,2017-02-08,00:00:00,228.83,229.39,228.31,229.17,441933,229.006,143775
822,2017-02-09,00:00:00,229.2,230.95,229.2,230.6,510842,230.446,163860
823,2017-02-10,00:00:00,230.85,231.77,230.7,231.47,555043,231.361,160099
824,2017-02-13,00:00:00,231.68,233.07,231.67,232.84,500139,232.62,156730
825,2017-02-14,00:00:00,232.75,233.94,232.16,233.72,575395,233.105,182316
826,2017-02-15,00:00:00,233.9,235.3,233.32,235.01,732786,234.454,215361
827,2017-02-16,00:00:00,235.0,235.16,233.85,234.65,744065,234.51,246874
828,2017-02-17,00:00:00,234.5,235.15,233.85,235.1,642118,234.576,178475
829,2017-02-21,00:00:00,235.2,236.69,235.09,236.27,728045,236.314,200580
830,2017-02-22,00:00:00,236.27,236.54,235.76,236.21,451965,236.24,152097
831,2017-02-23,00:00:00,236.27,236.99,235.56,236.37,684823,236.325,224794
832,2017-02-24,00:00:00,236.17,236.84,235.21,236.74,748274,236.196,228462
833,2017-02-27,00:00:00,236.8,237.31,236.35,236.87,508972,236.942,172692
834,2017-02-28,00:00:00,236.94,237.1,236.01,236.93,831598,236.538,217018
835,2017-03-01,00:00:00,237.42,240.32,237.42,239.61,925871,239.548,291971
836,2017-03-02,00:00:00,239.45,239.73,238.11,238.16,621631,238.783,205307
837,2017-03-03,00:00:00,237.88,238.61,237.66,238.35,689652,238.292,177470
838,2017-03-06,00:00:00,237.52,238.12,237.01,237.55,458985,237.608,149843
839,2017-03-07,00:00:00,237.64,237.77,236.36,236.64,573256,237.219,157530
840,2017-03-08,00:00:00,236.84,237.64,236.4,236.73,679824,236.957,202141
841,2017-03-09,00:00:00,236.79,237.41,235.74,237.35,748658,236.697,204863
842,2017-03-10,00:00:00,237.71,238.32,236.59,237.78,715539,237.462,203090
843,2017-03-13,00:00:00,237.45,237.86,237.22,237.8,472772,237.604,149846
844,2017-03-14,00:00:00,237.89,237.89,236.19,237.08,538487,236.772,166833
845,2017-03-15,00:00:00,237.32,239.44,237.29,238.92,806545,238.504,252972
846,2017-03-16,00:00:00,239.44,239.75,238.1,238.6,584393,238.607,194613
847,2017-03-17,00:00:00,237.42,238.23,236.88,236.98,703965,237.501,187536
848,2017-03-20,00:00:00,237.06,237.36,236.32,236.75,439614,236.886,141214
849,2017-03-21,00:00:00,237.09,237.61,233.4,233.53,1129141,234.775,377213
850,2017-03-22,00:00:00,233.33,234.61,233.05,234.51,790792,233.935,260828
851,2017-03-23,00:00:00,234.25,235.34,233.6,234.05,887832,234.398,286072
852,2017-03-24,00:00:00,234.2,235.04,232.96,233.94,998072,234.074,300532
853,2017-03-27,00:00:00,232.1,234.02,231.61,233.98,758674,232.981,242262
854,2017-03-28,00:00:00,233.78,235.81,233.14,235.12,746963,234.771,229523
855,2017-03-29,00:00:00,235.26,235.81,234.72,235.57,549082,235.432,160652
856,2017-03-30,00:00:00,235.67,236.52,235.2,236.21,469246,236.129,150985
857,2017-03-31,00:00:00,235.76,236.51,235.49,235.65,618742,236.017,177384
858,2017-04-03,00:00:00,236.13,236.13,233.91,235.34,715940,235.122,230491
859,2017-04-04,00:00:00,234.76,235.83,234.41,235.74,520193,235.228,160806
860,2017-04-05,00:00:00,235.24,237.39,234.29,234.31,1024521,235.936,311620
861,2017-04-06,00:00:00,234.23,236.04,234.15,235.44,638661,235.297,206725
862,2017-04-07,00:00:00,235.1,236.0,234.53,235.19,709372,235.287,200551
863,2017-04-10,00:00:00,235.26,236.26,234.73,235.28,544752,235.53,177756
864,2017-04-11,00:00:00,235.19,235.34,233.34,235.03,703944,234.401,258547
865,2017-04-12,00:00:00,235.4,235.48,233.77,234.0,691951,234.252,223079
866,2017-04-13,00:00:00,233.9,234.55,232.29,232.42,807473,233.351,261063
867,2017-04-17,00:00:00,232.5,234.62,232.4,234.49,564027,233.967,179734
868,2017-04-18,00:00:00,234.21,234.49,233.08,233.91,587656,233.84,204146
869,2017-04-19,00:00:00,234.05,234.95,233.18,233.52,624675,233.962,208414
870,2017-04-20,00:00:00,233.84,235.85,233.78,235.32,745951,235.064,242572
871,2017-04-21,00:00:00,235.45,235.61,234.0,234.33,733227,234.698,220635
872,2017-04-24,00:00:00,237.06,237.71,234.59,236.94,903865,237.039,251650
873,2017-04-25,00:00:00,237.26,238.95,237.21,238.36,659359,238.53,200768
874,2017-04-26,00:00:00,238.47,239.53,238.18,238.44,706073,238.84,218647
875,2017-04-27,00:00:00,238.4,238.95,237.98,238.6,508355,238.533,157617
876,2017-04-28,00:00:00,238.65,238.96,237.83,237.93,549267,238.221,156690
877,2017-05-01,00:00:00,238.1,239.17,238.1,238.73,590395,238.704,152885
878,2017-05-02,00:00:00,238.5,238.98,238.3,238.57,458719,238.642,151223
879,2017-05-03,00:00:00,238.39,238.88,237.7,238.67,592683,238.332,189316
880,2017-05-04,00:00:00,238.6,239.25,237.78,238.76,516718,238.537,176941
881,2017-05-05,00:00:00,238.6,240.06,238.57,239.95,527764,239.251,173973
882,2017-05-08,00:00:00,239.5,239.92,239.17,239.68,376076,239.548,129373
883,2017-05-09,00:00:00,239.7,240.19,239.0,239.01,449122,239.674,162131
884,2017-05-10,00:00:00,239.02,239.89,239.0,239.75,389023,239.621,128973
885,2017-05-11,00:00:00,239.65,239.65,238.13,239.27,536030,239.0,175961
886,2017-05-12,00:00:00,238.85,239.38,238.67,239.14,476862,238.974,133821
887,2017-05-15,00:00:00,239.4,240.44,239.01,240.1,516812,240.121,164737
888,2017-05-16,00:00:00,240.15,240.67,238.8,238.85,441100,240.094,154863
889,2017-05-17,00:00:00,238.81,239.15,235.75,236.34,1419991,237.018,453165
890,2017-05-18,00:00:00,236.11,237.75,234.75,236.76,966519,236.6,314452
891,2017-05-19,00:00:00,236.71,239.08,236.7,237.99,837858,238.337,267062
892,2017-05-22,00:00:00,238.37,239.73,238.17,239.06,452659,239.317,151392
893,2017-05-23,00:00:00,239.8,240.24,239.51,239.97,413294,239.952,138917
894,2017-05-24,00:00:00,240.1,240.73,239.93,240.62,432275,240.352,141675
895,2017-05-25,00:00:00,241.01,242.08,239.87,241.62,522517,241.654,174454
896,2017-05-26,00:00:00,241.79,241.9,241.17,241.8,426989,241.714,115191
897,2017-05-30,00:00:00,241.53,241.79,241.16,241.5,329763,241.535,111652
898,2017-05-31,00:00:00,241.66,242.04,240.64,241.57,821230,241.288,207299
899,2017-06-01,00:00:00,241.64,243.48,241.44,243.37,618682,242.602,198412
900,2017-06-02,00:00:00,243.56,244.35,243.08,244.25,738703,243.94,191021
901,2017-06-05,00:00:00,243.97,244.3,243.76,243.88,416238,244.021,111236
902,2017-06-06,00:00:00,243.73,243.98,243.05,243.47,423448,243.5,135737
903,2017-06-07,00:00:00,243.5,243.92,242.83,243.63,465231,243.542,152765
904,2017-06-08,00:00:00,243.7,244.33,243.04,243.18,544928,243.697,180587
905,2017-06-09,00:00:00,243.84,245.01,241.95,243.59,1133409,243.634,381479
906,2017-06-12,00:00:00,243.28,243.58,242.38,243.4,679145,242.959,255631
907,2017-06-13,00:00:00,243.77,244.64,243.57,244.54,490954,244.218,175154
908,2017-06-14,00:00:00,244.57,245.02,243.29,243.72,624773,244.18,235664
909,2017-06-15,00:00:00,243.29,244.24,242.35,243.92,589060,243.269,219668
910,2017-06-16,00:00:00,243.16,243.18,241.63,243.09,618090,242.344,199157
911,2017-06-19,00:00:00,243.2,244.73,243.2,244.52,524726,244.341,173695
912,2017-06-20,00:00:00,244.54,244.54,242.99,243.24,484212,243.524,159714
913,2017-06-21,00:00:00,242.75,243.59,242.41,242.63,499576,242.979,166077
914,2017-06-22,00:00:00,242.6,243.53,242.44,242.91,402951,243.056,132473
915,2017-06-23,00:00:00,243.09,243.51,242.47,243.19,566044,243.081,161387
916,2017-06-26,00:00:00,243.45,244.38,243.04,243.32,528127,243.548,154462
917,2017-06-27,00:00:00,243.03,243.38,241.3,241.4,697437,242.228,238195
918,2017-06-28,00:00:00,241.32,244.04,241.15,243.98,593424,243.202,197718
919,2017-06-29,00:00:00,243.82,244.14,239.95,241.68,987164,241.673,351228
920,2017-06-30,00:00:00,241.72,242.71,241.5,241.67,727084,242.053,211737
921,2017-07-03,00:00:00,242.46,243.38,241.75,241.83,346770,242.794,115618
922,2017-07-05,00:00:00,242.25,243.01,241.7,242.76,495916,242.531,156673
923,2017-07-06,00:00:00,242.31,242.38,240.34,240.71,613566,241.112,206281
924,2017-07-07,00:00:00,240.75,242.28,240.63,242.06,517670,241.881,143626
925,2017-07-10,00:00:00,242.41,242.8,241.76,242.25,318856,242.398,114771
926,2017-07-11,00:00:00,242.15,242.55,240.85,242.35,451285,241.958,152861
927,2017-07-12,00:00:00,242.33,244.2,242.19,244.04,502285,243.867,155040
928,2017-07-13,00:00:00,244.18,244.55,243.76,244.43,364076,244.299,115424
929,2017-07-14,00:00:00,244.31,245.97,244.13,245.6,513773,245.308,153430
930,2017-07-17,00:00:00,245.54,245.91,245.3,245.76,303456,245.605,101175
931,2017-07-18,00:00:00,245.45,245.93,244.67,245.74,380752,245.329,129675
932,2017-07-19,00:00:00,245.91,247.04,245.72,246.92,410978,246.697,124860
933,2017-07-20,00:00:00,247.1,247.5,246.47,247.04,398710,247.069,135537
934,2017-07-21,00:00:00,247.16,247.39,246.18,246.81,505913,246.638,151189
935,2017-07-24,00:00:00,246.51,246.98,246.25,246.68,390934,246.676,112020
936,2017-07-25,00:00:00,246.72,247.8,246.64,247.44,435758,247.48,139390
937,2017-07-26,00:00:00,247.46,247.88,247.13,247.63,411189,247.495,133388
938,2017-07-27,00:00:00,247.9,248.0,245.68,246.82,622010,246.887,219904
939,2017-07-28,00:00:00,246.67,247.18,246.05,247.07,449324,246.699,144840
940,2017-07-31,00:00:00,247.12,247.48,246.53,246.72,556278,246.896,139783
941,2017-08-01,00:00:00,247.4,247.67,246.71,247.54,430830,247.221,125774
942,2017-08-02,00:00:00,247.46,247.6,246.37,247.27,447758,247.105,148330
943,2017-08-03,00:00:00,246.91,247.48,246.64,246.91,345478,247.04,118660
944,2017-08-04,00:00:00,247.3,247.79,246.97,247.32,511773,247.358,149709
945,2017-08-07,00:00:00,247.62,247.88,247.36,247.73,267178,247.696,82137
946,2017-08-08,00:00:00,247.81,248.91,246.74,246.84,518207,247.73,162358
947,2017-08-09,00:00:00,246.63,247.52,246.06,247.32,565873,246.782,187245
948,2017-08-10,00:00:00,247.04,247.04,243.39,243.75,1007678,244.808,352608
949,2017-08-11,00:00:00,243.75,244.8,243.16,244.16,697975,244.226,236198
950,2017-08-14,00:00:00,245.8,246.98,245.34,246.93,592427,246.427,192444
951,2017-08-15,00:00:00,246.72,247.2,246.16,246.4,427285,246.596,148286
952,2017-08-16,00:00:00,246.9,247.57,246.45,246.59,515469,247.022,179645
953,2017-08-17,00:00:00,246.77,246.83,242.61,242.91,1018687,244.575,370311
954,2017-08-18,00:00:00,243.11,244.19,242.2,242.58,1048959,243.059,332767
955,2017-08-21,00:00:00,242.43,243.2,241.83,243.18,579224,242.711,194897
956,2017-08-22,00:00:00,243.51,245.68,243.19,245.53,563064,244.922,189640
957,2017-08-23,00:00:00,245.21,245.38,243.81,243.89,445193,244.658,135267
958,2017-08-24,00:00:00,244.25,245.18,243.75,244.47,455360,244.322,161093
